time,airdensity,clearskyshortwave_instant,dif_instant,directshortwaveradiation_instant,dni_instant,extraterrestrialradiation_instant,felttemperature,ghi_instant,gni_instant,gust,precipitation,relativehumidity,sealevelpressure,surfaceairpressure,temperature,winddirection,winddirection_80m,windspeed,windspeed_80m
2025-07-27 18:00,1.15,413.73,198.40,12.81,26.10,650.81,18.26,211.20,201.04,8.50,0.35,81,1013.38,963.70,18.53,219,227,2.93,4.36
2025-07-27 18:15,1.15,372.66,163.49,9.58,21.21,598.96,18.15,173.07,160.24,8.28,0.43,82,1013.40,963.66,18.39,215,223,2.85,4.26
2025-07-27 18:30,1.15,331.08,131.61,6.90,16.76,545.91,18.05,138.51,123.70,8.09,0.53,82,1013.42,963.67,18.24,209,217,2.76,4.16
2025-07-27 18:45,1.15,289.28,102.95,4.74,12.78,491.88,17.95,107.69,91.68,7.82,0.61,83,1013.43,963.70,18.09,204,212,2.67,4.07
2025-07-27 19:00,1.15,247.59,77.70,3.06,9.29,437.11,17.84,80.76,64.41,7.44,0.62,83,1013.45,963.72,17.95,203,211,2.58,4.00
2025-07-27 19:15,1.15,206.41,63.85,2.08,7.22,381.82,17.72,65.93,50.17,6.95,0.56,84,1013.47,963.72,17.83,209,216,2.55,4.08
2025-07-27 19:30,1.15,166.19,50.68,1.29,5.24,326.26,17.60,51.97,36.89,6.27,0.43,84,1013.48,963.73,17.70,218,223,2.52,4.17
2025-07-27 19:45,1.15,127.50,38.35,0.69,3.38,270.66,17.48,39.04,26.57,5.94,0.28,85,1013.50,963.74,17.58,224,229,2.49,4.64
2025-07-27 20:00,1.16,91.13,27.05,0.28,1.72,215.26,17.37,27.33,17.54,5.72,0.17,85,1013.52,963.72,17.46,227,232,2.47,4.92
2025-07-27 20:15,1.16,58.21,18.05,0.17,1.41,160.29,17.29,18.22,11.62,5.52,0.12,85,1013.54,963.68,17.37,227,232,2.42,4.78
2025-07-27 20:30,1.16,30.50,9.90,0.09,0.98,106.00,17.22,9.99,6.39,5.31,0.09,85,1013.57,963.61,17.28,224,231,2.37,4.34
2025-07-27 20:45,1.16,10.67,3.67,0.03,0.33,52.62,17.14,3.69,2.26,5.38,0.07,86,1013.59,963.55,17.19,219,229,2.32,4.11
2025-07-27 21:00,1.16,0.10,0.10,0.00,0.01,0.37,17.07,0.10,0.06,5.44,0.05,86,1013.62,963.53,17.10,213,227,2.27,3.97
2025-07-27 21:15,1.16,0.00,0.00,0.00,0.00,0.00,16.98,0.00,0.00,5.42,0.04,86,1013.64,963.58,17.03,209,226,2.28,3.88
2025-07-27 21:30,1.16,0.00,0.00,0.00,0.00,0.00,16.89,0.00,0.00,5.34,0.03,86,1013.67,963.67,16.96,204,223,2.28,3.75
2025-07-27 21:45,1.16,0.00,0.00,0.00,0.00,0.00,16.80,0.00,0.00,5.22,0.03,86,1013.69,963.77,16.89,199,221,2.29,3.63
2025-07-27 22:00,1.16,0.00,0.00,0.00,0.00,0.00,16.71,0.00,0.00,5.11,0.03,86,1013.71,963.84,16.82,195,218,2.30,3.56
2025-07-27 22:15,1.16,0.00,0.00,0.00,0.00,0.00,16.66,0.00,0.00,5.02,0.02,87,1013.74,963.86,16.78,192,216,2.30,3.56
2025-07-27 22:30,1.16,0.00,0.00,0.00,0.00,0.00,16.60,0.00,0.00,4.96,0.02,87,1013.76,963.87,16.73,189,214,2.30,3.61
2025-07-27 22:45,1.16,0.00,0.00,0.00,0.00,0.00,16.54,0.00,0.00,4.89,0.02,87,1013.79,963.86,16.68,187,212,2.30,3.67
2025-07-27 23:00,1.16,0.00,0.00,0.00,0.00,0.00,16.48,0.00,0.00,4.83,0.03,87,1013.81,963.84,16.63,185,211,2.31,3.70
2025-07-27 23:15,1.16,0.00,0.00,0.00,0.00,0.00,16.43,0.00,0.00,4.75,0.02,87,1013.79,963.81,16.56,184,211,2.27,3.70
2025-07-27 23:30,1.16,0.00,0.00,0.00,0.00,0.00,16.39,0.00,0.00,4.69,0.01,88,1013.77,963.76,16.50,185,213,2.24,3.71
2025-07-27 23:45,1.16,0.00,0.00,0.00,0.00,0.00,16.34,0.00,0.00,4.66,0.02,88,1013.75,963.70,16.43,186,214,2.20,3.71
2025-07-28 00:00,1.16,0.00,0.00,0.00,0.00,0.00,16.30,0.00,0.00,4.66,0.08,88,1013.73,963.64,16.36,188,217,2.17,3.68
2025-07-28 00:15,1.16,0.00,0.00,0.00,0.00,0.00,16.34,0.00,0.00,4.69,0.09,88,1013.71,963.59,16.38,191,219,2.11,3.57
2025-07-28 00:30,1.16,0.00,0.00,0.00,0.00,0.00,16.39,0.00,0.00,4.75,0.11,88,1013.68,963.53,16.39,193,222,2.06,3.41
2025-07-28 00:45,1.16,0.00,0.00,0.00,0.00,0.00,16.44,0.00,0.00,4.82,0.12,88,1013.66,963.45,16.41,197,226,2.01,3.28
2025-07-28 01:00,1.16,0.00,0.00,0.00,0.00,0.00,16.48,0.00,0.00,4.88,0.14,88,1013.64,963.34,16.43,201,230,1.96,3.20
2025-07-28 01:15,1.16,0.00,0.00,0.00,0.00,0.00,16.47,0.00,0.00,4.95,0.15,88,1013.62,963.16,16.41,206,233,1.95,3.26
2025-07-28 01:30,1.16,0.00,0.00,0.00,0.00,0.00,16.46,0.00,0.00,4.99,0.17,88,1013.60,962.92,16.40,212,234,1.94,3.36
2025-07-28 01:45,1.16,0.00,0.00,0.00,0.00,0.00,16.44,0.00,0.00,5.00,0.19,88,1013.58,962.69,16.38,217,236,1.94,3.45
2025-07-28 02:00,1.16,0.00,0.00,0.00,0.00,0.00,16.43,0.00,0.00,5.00,0.20,88,1013.56,962.54,16.37,222,238,1.93,3.51
2025-07-28 02:15,1.16,0.00,0.00,0.00,0.00,0.00,16.40,0.00,0.00,5.03,0.21,88,1013.54,962.48,16.36,227,241,1.95,3.56
2025-07-28 02:30,1.16,0.00,0.00,0.00,0.00,0.00,16.37,0.00,0.00,5.05,0.23,87,1013.51,962.48,16.35,232,244,1.97,3.58
2025-07-28 02:45,1.16,0.00,0.00,0.00,0.00,0.00,16.34,0.00,0.00,5.08,0.24,87,1013.49,962.51,16.34,236,247,1.99,3.60
2025-07-28 03:00,1.16,0.00,0.00,0.00,0.00,0.00,16.31,0.00,0.00,5.15,0.26,87,1013.46,962.54,16.34,241,250,2.01,3.64
2025-07-28 03:15,1.16,0.00,0.00,0.00,0.00,0.00,16.19,0.00,0.00,5.27,0.27,88,1013.44,962.58,16.25,246,253,2.05,3.72
2025-07-28 03:30,1.16,0.00,0.00,0.00,0.00,0.00,16.07,0.00,0.00,5.40,0.29,88,1013.41,962.65,16.16,251,257,2.09,3.81
2025-07-28 03:45,1.16,0.00,0.00,0.00,0.00,0.00,15.95,0.00,0.00,5.53,0.30,88,1013.39,962.71,16.08,255,260,2.13,3.90
2025-07-28 04:00,1.16,0.00,0.00,0.00,0.00,0.00,15.82,0.00,0.00,5.68,0.32,89,1013.37,962.75,15.99,258,263,2.17,3.98
2025-07-28 04:15,1.16,0.00,0.00,0.00,0.00,0.00,15.76,0.00,0.00,5.82,0.33,89,1013.34,962.74,15.94,260,264,2.19,4.03
2025-07-28 04:30,1.16,0.00,0.00,0.00,0.00,0.00,15.69,0.00,0.00,5.98,0.35,89,1013.32,962.72,15.90,260,265,2.21,4.07
2025-07-28 04:45,1.16,0.00,0.00,0.00,0.00,0.00,15.62,0.00,0.00,6.15,0.36,89,1013.29,962.68,15.85,261,266,2.23,4.11
2025-07-28 05:00,1.16,0.00,0.00,0.00,0.00,0.00,15.55,0.00,0.00,6.31,0.38,89,1013.27,962.65,15.80,262,267,2.25,4.16
2025-07-28 05:15,1.16,0.00,0.00,0.00,0.00,0.00,15.51,0.00,0.00,6.49,0.39,89,1013.36,962.63,15.78,264,268,2.27,4.21
2025-07-28 05:30,1.16,0.00,0.00,0.00,0.00,0.00,15.46,0.00,0.00,6.68,0.40,89,1013.45,962.62,15.75,266,269,2.28,4.28
2025-07-28 05:45,1.16,0.00,0.00,0.00,0.00,0.00,15.41,0.00,0.00,6.86,0.40,90,1013.55,962.60,15.72,268,270,2.30,4.34
2025-07-28 06:00,1.16,0.00,0.00,0.00,0.00,0.00,15.36,0.00,0.00,7.00,0.41,90,1013.64,962.55,15.69,270,271,2.32,4.37
2025-07-28 06:15,1.16,6.26,1.79,0.00,0.00,35.22,15.33,1.79,0.93,7.09,0.42,89,1013.73,962.43,15.68,272,272,2.33,4.35
2025-07-28 06:30,1.16,22.91,6.46,0.00,0.00,88.24,15.30,6.46,3.47,7.15,0.43,89,1013.82,962.26,15.67,274,274,2.33,4.30
2025-07-28 06:45,1.16,48.33,13.08,0.00,0.00,142.24,15.27,13.08,7.29,7.17,0.43,89,1013.91,962.11,15.66,276,275,2.34,4.25
2025-07-28 07:00,1.16,79.74,20.57,0.00,0.00,196.98,15.24,20.57,11.85,7.14,0.44,89,1014.00,962.05,15.65,278,277,2.35,4.21
2025-07-28 07:15,1.16,115.09,26.92,0.00,0.00,252.24,15.22,26.92,16.01,6.98,0.45,89,1014.09,962.11,15.64,281,279,2.36,4.18
2025-07-28 07:30,1.16,153.07,32.07,0.00,0.00,307.77,15.20,32.07,19.66,6.72,0.46,89,1014.19,962.26,15.63,284,281,2.38,4.14
2025-07-28 07:45,1.16,192.82,35.64,0.00,0.00,363.34,15.18,35.64,22.50,6.47,0.48,89,1014.28,962.43,15.62,287,283,2.39,4.11
2025-07-28 08:00,1.16,233.70,37.40,0.00,0.00,418.71,15.16,37.40,24.29,6.32,0.49,89,1014.37,962.55,15.62,289,285,2.40,4.08
2025-07-28 08:15,1.16,275.22,46.93,0.00,0.00,473.64,15.17,46.93,31.38,6.26,0.51,89,1014.45,962.60,15.62,290,286,2.39,4.03
2025-07-28 08:30,1.16,316.97,57.36,0.00,0.00,527.90,15.19,57.36,39.46,6.27,0.54,89,1014.53,962.63,15.63,291,288,2.38,4.00
2025-07-28 08:45,1.16,358.60,68.65,0.00,0.00,581.26,15.20,68.65,48.52,6.33,0.57,89,1014.61,962.64,15.64,292,289,2.37,3.96
2025-07-28 09:00,1.16,399.81,80.71,0.00,0.00,633.48,15.21,80.71,58.57,6.43,0.61,88,1014.69,962.65,15.65,293,291,2.35,3.92
2025-07-28 09:15,1.16,440.33,90.14,0.00,0.00,684.34,15.24,90.14,67.61,6.60,0.65,88,1014.77,962.67,15.68,297,294,2.37,3.87
2025-07-28 09:30,1.16,479.89,99.59,0.00,0.00,733.62,15.27,99.59,76.90,6.83,0.68,88,1014.84,962.68,15.72,303,299,2.38,3.79
2025-07-28 09:45,1.16,518.27,109.02,0.00,0.00,781.12,15.30,109.02,86.39,6.96,0.72,88,1014.92,962.70,15.75,311,305,2.39,3.65
2025-07-28 10:00,1.16,555.23,118.36,0.00,0.00,826.62,15.33,118.36,95.99,7.01,0.75,88,1015.00,962.75,15.79,319,312,2.40,3.56
2025-07-28 10:15,1.16,590.59,120.72,0.00,0.00,869.94,15.41,120.72,99.54,6.98,0.77,87,1015.08,962.85,15.87,327,319,2.40,3.55
2025-07-28 10:30,1.16,624.15,122.11,0.00,0.00,910.89,15.49,122.11,102.26,6.85,0.78,87,1015.16,962.99,15.94,333,325,2.40,3.57
2025-07-28 10:45,1.16,655.73,122.53,0.00,0.00,949.29,15.57,122.53,104.11,6.67,0.79,87,1015.24,963.13,16.02,336,329,2.40,3.56
2025-07-28 11:00,1.16,685.17,122.02,0.00,0.00,984.98,15.65,122.02,105.07,6.56,0.78,86,1015.32,963.25,16.09,339,332,2.40,3.55
2025-07-28 11:15,1.16,712.32,123.04,2.28,2.97,1017.80,15.77,125.32,110.37,5.79,0.76,86,1015.41,963.32,16.19,290,288,2.38,3.82
2025-07-28 11:30,1.16,737.04,123.76,4.31,5.46,1047.61,15.90,128.07,114.83,5.82,0.73,86,1015.51,963.38,16.29,293,290,2.36,3.76
2025-07-28 11:45,1.16,759.20,124.15,6.13,7.57,1074.30,16.02,130.28,118.49,5.96,0.68,85,1015.60,963.44,16.39,296,292,2.33,3.78
2025-07-28 12:00,1.16,778.69,124.18,7.75,9.37,1097.73,16.14,131.94,121.38,6.13,0.63,85,1015.69,963.54,16.49,298,293,2.31,3.77
2025-07-28 12:15,1.16,795.43,134.58,9.98,11.85,1117.81,16.24,144.56,140.63,6.40,0.57,84,1015.79,963.68,16.60,298,292,2.33,3.77
2025-07-28 12:30,1.16,809.31,144.77,12.28,14.36,1134.46,16.34,157.05,153.66,6.69,0.50,83,1015.88,963.85,16.72,297,290,2.35,3.74
2025-07-28 12:45,1.16,820.29,154.67,14.61,16.89,1147.61,16.44,169.28,166.37,6.96,0.44,83,1015.97,964.04,16.83,296,287,2.37,3.70
2025-07-28 13:00,1.16,828.29,164.17,16.96,19.45,1157.18,16.53,181.13,178.65,7.17,0.37,82,1016.07,964.24,16.95,295,286,2.39,3.67
2025-07-28 13:15,1.16,833.29,182.40,20.33,23.18,1163.16,16.67,202.73,200.75,7.23,0.31,82,1016.16,964.47,17.05,295,286,2.35,3.55
2025-07-28 13:30,1.16,835.26,199.98,23.78,27.06,1165.50,16.81,223.76,222.34,7.22,0.26,81,1016.25,964.74,17.16,296,287,2.31,3.42
2025-07-28 13:45,1.16,834.18,216.74,27.27,31.07,1164.20,16.95,244.00,243.22,7.16,0.21,81,1016.35,964.98,17.26,296,289,2.27,3.31
2025-07-28 14:00,1.16,830.07,232.50,30.73,35.17,1159.27,17.09,263.24,263.18,7.07,0.17,80,1016.44,965.13,17.37,295,289,2.23,3.21
2025-07-28 14:15,1.16,822.94,239.87,31.73,36.58,1150.72,17.19,271.60,271.89,6.96,0.15,80,1016.48,965.15,17.46,294,287,2.21,3.21
2025-07-28 14:30,1.16,812.82,246.17,32.58,37.96,1138.59,17.29,278.76,279.46,6.98,0.13,79,1016.53,965.08,17.55,291,284,2.19,3.43
2025-07-28 14:45,1.16,799.77,251.33,33.29,39.32,1122.94,17.38,284.61,285.82,7.00,0.11,79,1016.57,965.01,17.64,290,282,2.17,3.64
2025-07-28 15:00,1.16,783.86,255.25,33.83,40.65,1103.82,17.48,289.08,290.89,7.02,0.10,78,1016.62,965.03,17.72,289,282,2.15,3.76
2025-07-28 15:15,1.16,765.14,245.28,32.52,39.90,1081.33,17.50,277.80,279.51,7.05,0.09,78,1016.66,965.19,17.75,291,284,2.15,3.72
2025-07-28 15:30,1.16,743.73,234.64,31.13,39.12,1055.55,17.52,265.77,267.36,7.08,0.08,78,1016.71,965.45,17.77,295,288,2.16,3.59
2025-07-28 15:45,1.16,719.73,223.42,29.66,38.32,1026.61,17.55,253.07,254.56,7.10,0.08,78,1016.75,965.72,17.80,300,292,2.16,3.45
2025-07-28 16:00,1.16,693.25,211.69,28.11,37.50,994.61,17.57,239.80,241.18,7.10,0.08,78,1016.79,965.93,17.82,303,296,2.17,3.35
2025-07-28 16:15,1.16,664.43,211.55,28.11,38.85,959.70,17.55,239.66,242.09,7.14,0.08,78,1016.84,966.07,17.79,305,297,2.15,3.33
2025-07-28 16:30,1.16,633.42,209.94,27.91,40.15,922.03,17.53,237.85,241.58,7.17,0.09,78,1016.88,966.16,17.76,306,298,2.13,3.29
2025-07-28 16:45,1.16,600.37,206.83,27.50,41.38,881.76,17.51,234.33,239.64,7.15,0.09,78,1016.93,966.24,17.73,307,298,2.11,3.24
2025-07-28 17:00,1.16,565.47,202.19,26.90,42.53,839.05,17.49,229.09,236.28,7.06,0.10,78,1016.97,966.33,17.70,307,299,2.09,3.19
2025-07-28 17:15,1.16,528.90,192.38,25.32,42.30,794.10,17.43,217.69,226.12,6.84,0.11,78,1017.04,966.43,17.62,307,301,2.06,3.13
2025-07-28 17:30,1.16,490.85,181.57,23.65,41.99,747.10,17.36,205.22,215.02,6.53,0.13,79,1017.12,966.53,17.55,307,303,2.02,3.07
2025-07-28 17:45,1.16,451.55,169.83,21.89,41.59,698.24,17.30,191.72,203.02,6.21,0.16,79,1017.19,966.63,17.47,306,304,1.98,3.01
2025-07-28 18:00,1.16,411.22,157.22,20.06,41.09,647.74,17.24,177.28,190.19,5.96,0.19,79,1017.26,966.74,17.39,302,303,1.95,2.94
2025-07-28 18:15,1.16,370.11,148.22,18.73,41.70,595.81,17.15,166.95,183.15,5.82,0.22,79,1017.33,966.87,17.29,294,297,1.92,2.85
2025-07-28 18:30,1.16,328.50,137.53,17.21,42.08,542.67,17.06,154.75,174.42,5.66,0.25,80,1017.41,967.02,17.20,281,287,1.89,2.72
2025-07-28 18:45,1.16,286.68,125.27,15.53,42.18,488.56,16.97,140.81,163.98,5.40,0.29,80,1017.48,967.16,17.11,266,274,1.86,2.54
2025-07-28 19:00,1.16,244.98,111.56,13.71,41.93,433.69,16.88,125.27,151.71,5.10,0.32,80,1017.55,967.25,17.01,255,263,1.84,2.39
2025-07-28 19:15,1.16,203.80,91.27,11.11,38.97,378.32,16.79,102.39,127.38,4.85,0.34,80,1017.62,967.28,16.91,250,258,1.78,2.25
2025-07-28 19:30,1.16,163.60,72.06,8.70,35.75,322.67,16.71,80.75,103.78,4.71,0.36,81,1017.70,967.26,16.81,249,257,1.73,2.15
2025-07-28 19:45,1.16,124.98,54.14,6.48,32.19,266.98,16.62,60.62,81.02,4.63,0.38,81,1017.77,967.23,16.71,247,256,1.68,2.07
2025-07-28 20:00,1.16,88.74,37.83,4.49,28.16,211.49,16.54,42.32,59.32,4.56,0.38,81,1017.84,967.26,16.60,243,250,1.63,1.99
2025-07-28 20:15,1.16,56.04,27.51,3.79,32.17,156.44,16.46,31.30,69.94,4.46,0.38,81,1017.96,967.35,16.52,232,235,1.60,1.94
2025-07-28 20:30,1.16,28.74,16.04,2.46,28.21,102.06,16.38,18.50,50.42,4.30,0.37,81,1018.09,967.48,16.44,218,215,1.56,1.93
2025-07-28 20:45,1.16,9.56,6.07,1.01,11.54,48.60,16.30,7.07,17.62,4.08,0.35,81,1018.21,967.63,16.35,205,200,1.52,1.98
2025-07-28 21:00,1.16,0.00,0.00,0.00,0.00,0.00,16.22,0.00,0.00,3.89,0.32,82,1018.34,967.77,16.27,198,193,1.48,2.03
2025-07-28 21:15,1.17,0.00,0.00,0.00,0.00,0.00,16.14,0.00,0.00,3.83,0.30,82,1018.46,967.90,16.20,195,191,1.46,2.11
2025-07-28 21:30,1.17,0.00,0.00,0.00,0.00,0.00,16.06,0.00,0.00,3.84,0.27,82,1018.59,968.05,16.12,194,191,1.44,2.21
2025-07-28 21:45,1.17,0.00,0.00,0.00,0.00,0.00,15.99,0.00,0.00,3.87,0.23,82,1018.72,968.18,16.05,195,192,1.42,2.28
2025-07-28 22:00,1.17,0.00,0.00,0.00,0.00,0.00,15.91,0.00,0.00,3.91,0.20,82,1018.84,968.28,15.97,195,194,1.39,2.34
2025-07-28 22:15,1.17,0.00,0.00,0.00,0.00,0.00,15.83,0.00,0.00,3.96,0.17,82,1018.96,968.33,15.90,197,198,1.37,2.38
2025-07-28 22:30,1.17,0.00,0.00,0.00,0.00,0.00,15.76,0.00,0.00,3.98,0.14,82,1019.09,968.34,15.82,199,203,1.36,2.37
2025-07-28 22:45,1.17,0.00,0.00,0.00,0.00,0.00,15.68,0.00,0.00,3.97,0.12,82,1019.21,968.35,15.75,200,207,1.34,2.36
2025-07-28 23:00,1.17,0.00,0.00,0.00,0.00,0.00,15.60,0.00,0.00,3.95,0.10,82,1019.34,968.38,15.68,201,210,1.32,2.36
2025-07-28 23:15,1.17,0.00,0.00,0.00,0.00,0.00,15.49,0.00,0.00,3.92,0.08,83,1019.35,968.45,15.57,201,210,1.32,2.36
2025-07-28 23:30,1.17,0.00,0.00,0.00,0.00,0.00,15.38,0.00,0.00,3.88,0.07,83,1019.37,968.54,15.47,200,208,1.32,2.34
2025-07-28 23:45,1.17,0.00,0.00,0.00,0.00,0.00,15.27,0.00,0.00,3.82,0.06,84,1019.39,968.63,15.37,198,206,1.32,2.32
2025-07-29 00:00,1.17,0.00,0.00,0.00,0.00,0.00,15.15,0.00,0.00,3.74,0.05,84,1019.40,968.69,15.27,197,205,1.32,2.29
2025-07-29 00:15,1.17,0.00,0.00,0.00,0.00,0.00,15.05,0.00,0.00,3.64,0.04,84,1019.42,968.72,15.17,196,204,1.32,2.24
2025-07-29 00:30,1.17,0.00,0.00,0.00,0.00,0.00,14.94,0.00,0.00,3.53,0.03,85,1019.43,968.74,15.06,196,203,1.31,2.18
2025-07-29 00:45,1.17,0.00,0.00,0.00,0.00,0.00,14.83,0.00,0.00,3.41,0.02,85,1019.45,968.73,14.96,195,202,1.30,2.13
2025-07-29 01:00,1.17,0.00,0.00,0.00,0.00,0.00,14.73,0.00,0.00,3.30,0.02,86,1019.46,968.70,14.86,196,203,1.30,2.12
2025-07-29 01:15,1.17,0.00,0.00,0.00,0.00,0.00,14.64,0.00,0.00,3.21,0.01,86,1019.47,968.62,14.76,198,205,1.28,2.16
2025-07-29 01:30,1.17,0.00,0.00,0.00,0.00,0.00,14.55,0.00,0.00,3.12,0.01,87,1019.49,968.50,14.67,200,208,1.26,2.24
2025-07-29 01:45,1.17,0.00,0.00,0.00,0.00,0.00,14.46,0.00,0.00,3.05,0.00,87,1019.51,968.38,14.57,203,211,1.25,2.34
2025-07-29 02:00,1.17,0.00,0.00,0.00,0.00,0.00,14.38,0.00,0.00,3.00,0.00,88,1019.52,968.30,14.47,205,213,1.23,2.42
2025-07-29 02:15,1.17,0.00,0.00,0.00,0.00,0.00,14.31,0.00,0.00,2.78,0.00,88,1019.50,968.28,14.39,205,214,1.21,2.57
2025-07-29 02:30,1.17,0.00,0.00,0.00,0.00,0.00,14.24,0.00,0.00,2.74,0.00,88,1019.48,968.30,14.31,206,215,1.19,2.55
2025-07-29 02:45,1.17,0.00,0.00,0.00,0.00,0.00,14.17,0.00,0.00,2.73,0.00,89,1019.45,968.31,14.23,208,216,1.18,2.52
2025-07-29 03:00,1.17,0.00,0.00,0.00,0.00,0.00,14.10,0.00,0.00,2.73,0.00,89,1019.43,968.31,14.15,209,218,1.16,2.49
2025-07-29 03:15,1.17,0.00,0.00,0.00,0.00,0.00,14.06,0.00,0.00,2.80,0.00,90,1019.41,968.27,14.11,213,220,1.16,2.48
2025-07-29 03:30,1.17,0.00,0.00,0.00,0.00,0.00,14.01,0.00,0.00,2.90,0.01,90,1019.39,968.20,14.07,218,224,1.16,2.46
2025-07-29 03:45,1.17,0.00,0.00,0.00,0.00,0.00,13.97,0.00,0.00,2.98,0.01,90,1019.37,968.14,14.03,223,228,1.16,2.44
2025-07-29 04:00,1.17,0.00,0.00,0.00,0.00,0.00,13.93,0.00,0.00,3.00,0.02,90,1019.35,968.11,13.99,225,229,1.16,2.42
2025-07-29 04:15,1.17,0.00,0.00,0.00,0.00,0.00,13.95,0.00,0.00,2.94,0.02,90,1019.33,968.16,13.99,223,228,1.16,2.38
2025-07-29 04:30,1.17,0.00,0.00,0.00,0.00,0.00,13.97,0.00,0.00,2.83,0.02,90,1019.30,968.25,14.00,219,226,1.15,2.34
2025-07-29 04:45,1.17,0.00,0.00,0.00,0.00,0.00,13.98,0.00,0.00,2.70,0.02,90,1019.28,968.32,14.01,213,222,1.15,2.29
2025-07-29 05:00,1.17,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,2.61,0.03,90,1019.26,968.31,14.02,209,218,1.14,2.25
2025-07-29 05:15,1.17,0.00,0.00,0.00,0.00,0.00,14.07,0.00,0.00,2.59,0.02,90,1019.29,968.17,14.09,206,215,1.15,2.26
2025-07-29 05:30,1.17,0.00,0.00,0.00,0.00,0.00,14.14,0.00,0.00,2.59,0.02,90,1019.32,967.93,14.16,203,212,1.15,2.29
2025-07-29 05:45,1.17,0.00,0.00,0.00,0.00,0.00,14.21,0.00,0.00,2.61,0.02,90,1019.35,967.69,14.23,202,209,1.16,2.31
2025-07-29 06:00,1.17,0.00,0.00,0.00,0.00,0.00,14.28,0.00,0.00,2.64,0.02,89,1019.38,967.50,14.30,202,208,1.17,2.31
2025-07-29 06:15,1.17,5.39,3.17,1.23,14.10,31.24,14.38,4.40,20.65,2.67,0.02,89,1019.41,967.39,14.40,207,212,1.17,2.26
2025-07-29 06:30,1.17,21.36,12.71,5.09,58.44,84.35,14.48,17.80,107.64,2.69,0.01,88,1019.43,967.31,14.50,216,218,1.18,2.19
2025-07-29 06:45,1.17,46.31,27.10,11.26,107.91,138.43,14.58,38.36,169.40,2.70,0.01,88,1019.46,967.27,14.60,224,225,1.19,2.10
2025-07-29 07:00,1.17,77.45,44.32,19.09,131.03,193.26,14.67,63.41,216.93,2.74,0.01,87,1019.49,967.29,14.70,228,229,1.19,2.01
2025-07-29 07:15,1.17,112.65,60.90,27.20,145.16,248.61,14.79,88.10,250.84,2.88,0.00,86,1019.52,967.42,14.83,227,228,1.21,1.93
2025-07-29 07:30,1.17,150.56,76.57,35.49,154.77,304.23,14.92,112.05,277.24,3.08,0.00,86,1019.55,967.63,14.95,223,225,1.22,1.83
2025-07-29 07:45,1.17,190.28,90.65,43.63,160.84,359.89,15.04,134.28,297.09,3.29,0.00,85,1019.58,967.84,15.07,219,220,1.23,1.74
2025-07-29 08:00,1.17,231.16,102.76,51.38,164.13,415.34,15.16,154.14,311.20,3.45,0.00,85,1019.61,967.99,15.19,217,217,1.25,1.67
2025-07-29 08:15,1.17,272.69,126.48,68.97,194.54,470.36,15.30,195.45,369.79,3.54,0.00,84,1019.58,968.04,15.34,241,228,1.26,1.47
2025-07-29 08:30,1.17,314.47,141.26,83.86,212.06,524.70,15.44,225.13,402.01,3.66,0.00,83,1019.55,968.03,15.49,244,231,1.26,1.41
2025-07-29 08:45,1.17,356.14,154.74,99.88,229.22,578.14,15.58,254.62,432.17,3.79,0.00,83,1019.52,968.00,15.63,247,236,1.27,1.36
2025-07-29 09:00,1.17,397.40,166.77,116.93,246.10,630.44,15.72,283.71,460.29,3.92,0.00,82,1019.48,967.98,15.78,251,240,1.28,1.33
2025-07-29 09:15,1.17,437.96,175.76,133.77,260.49,681.38,15.90,309.53,482.16,4.07,0.01,81,1019.45,967.98,15.96,255,246,1.30,1.32
2025-07-29 09:30,1.17,477.57,183.00,151.12,274.39,730.74,16.08,334.12,501.60,4.22,0.01,80,1019.42,967.99,16.14,259,251,1.31,1.32
2025-07-29 09:45,1.16,516.00,188.44,168.83,287.81,778.30,16.25,357.27,518.57,4.37,0.01,79,1019.39,967.99,16.32,263,256,1.33,1.32
2025-07-29 10:00,1.16,553.03,192.13,186.76,300.77,823.88,16.43,378.89,533.18,4.50,0.01,78,1019.36,967.97,16.51,267,260,1.34,1.33
2025-07-29 10:15,1.16,588.44,196.92,207.78,317.88,867.26,16.63,404.69,578.47,4.64,0.01,77,1019.33,967.89,16.73,269,264,1.37,1.38
2025-07-29 10:30,1.16,622.05,200.09,229.33,335.01,908.27,16.83,429.42,596.14,4.77,0.02,76,1019.29,967.79,16.95,271,267,1.40,1.43
2025-07-29 10:45,1.16,653.69,201.65,251.29,352.18,946.73,17.04,452.95,611.96,4.89,0.02,75,1019.26,967.69,17.17,272,269,1.43,1.48
2025-07-29 11:00,1.16,683.18,201.61,273.52,369.40,982.47,17.24,475.13,626.00,4.98,0.02,74,1019.23,967.65,17.39,273,271,1.45,1.52
2025-07-29 11:15,1.16,710.37,207.45,285.78,373.45,1015.34,17.46,493.23,633.33,5.06,0.02,73,1019.12,967.68,17.64,273,272,1.49,1.57
2025-07-29 11:30,1.16,735.13,212.45,297.12,377.19,1045.20,17.67,509.57,639.44,5.11,0.02,72,1019.01,967.78,17.88,272,272,1.52,1.61
2025-07-29 11:45,1.16,757.33,216.59,307.49,380.62,1071.92,17.89,524.08,644.41,5.14,0.01,71,1018.90,967.87,18.12,271,272,1.56,1.65
